Round_Centre_Code	FSU_Serial_No	Round	Sch_No	Sample	Sector	State_Region	District	Stratum	Sub_Stratum_No	Filler_1	Sub_Round	Sub_Sample	FOD_Sub_Region	Hamlet_Group_Sub_Block_No	Second_Stage_Stratum_No	Sample_Hhld_No	Level	Filler_2	Item_Group_Srl_No	Value_of_Consumption_Last_30_Day	Value_Consumption_Last_365_Days	Spl_characters_for_OK_stamp	Blank	NSS	NSC	MLT	NSS_SR	NSC_SR	MLT_SR	State	District_Code	HHID	Multiplier_comb
039	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	01	09	000	Conveyance (includes porter charges, diesel, petrol, school	80	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581201	324.08
040	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	01	09	000	Medical expenses (non-institutional)	40	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581201	324.08
041	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	01	09	000	 Sub-total (items 1 to 22)	5230	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581201	324.08
042	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	01	09	000	Medical (institutional)	 	190	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581201	324.08
043	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	01	09	000	Tuition fees & other fees (includes private tutor, school/co	 	220	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581201	324.08
044	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	01	09	000	School books & other educational articles (includes newspape	 	1060	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581201	324.08
045	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	01	09	000	Clothing and bedding	 	4545	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581201	324.08
046	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	01	09	000	Footwear	 	960	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581201	324.08
047	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	01	09	000	Crockery & utensils (includes stainless steel utensils, cass	 	450	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581201	324.08
048	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	01	09	000	Personal transport equipment (includes bicycle, scooter, car	 	80	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581201	324.08
049	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	01	09	000	Repair and maintenance (of residential buildings, bathroom e	 	1540	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581201	324.08
050	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	01	09	000	Sub-total (items 24  to 37)	 	9045	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581201	324.08
051	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	01	09	000	Average monthly expenditure for items 24 to 37  [item 38 x (	743	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581201	324.08
052	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	01	09	000	Monthly household consumer expenditure (item 23 +  item 39)	5973	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581201	324.08
014	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	Cereals & cereal products (includes  muri, chira, maida, suj	315	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
015	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	Pulses & pulse products (includes soyabean, gram products, b	60	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
016	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	Milk	150	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
017	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	Milk products (includes milk condensed/powder, baby food, gh	62	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
018	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	Edible oil and vanaspati	88	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
019	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	Vegetables (including garlic, ginger)	390	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
020	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	Fruits & nuts (includes mango, banana, coconut, dates, kishm	110	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
021	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	Egg, fish & meat	870	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
022	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	Sugar (includes gur, candy (misri), honey, etc.)	79	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
023	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	Salt & spices (includes dry chillies, curry powder, oilseeds	69	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
024	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	Other food items (includes beverages such as tea, coffee, fr	230	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
025	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	Pan, tobacco & intoxicants	578	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
026	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	Fuel & light	299	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
027	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	Personal care and effects (includes spectacles, torch, umbre	100	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
028	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	Toilet articles (includes toothpaste, hair oil, shaving blad	159	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
029	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	Sundry articles (includes electric bulb, tubelight,  glasswa	285	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
030	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	Consumer services excluding conveyance (includes domestic se	110	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
031	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	Conveyance (includes porter charges, diesel, petrol, school	60	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
032	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	 Sub-total (items 1 to 22)	4014	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
033	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	Clothing and bedding	 	2180	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
034	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	Footwear	 	320	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
035	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	Furniture and fixtures (includes bedstead, almirah, suitcase	 	600	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
036	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	Crockery & utensils (includes stainless steel utensils, cass	 	440	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
037	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	Personal transport equipment (includes bicycle, scooter, car	 	80	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
038	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	Repair and maintenance (of residential buildings, bathroom e	 	2020	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
039	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	Sub-total (items 24  to 37)	 	5640	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
040	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	Average monthly expenditure for items 24 to 37  [item 38 x (	464	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
041	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	02	09	000	Monthly household consumer expenditure (item 23 +  item 39)	4478	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581202	324.08
013	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Cereals & cereal products (includes  muri, chira, maida, suj	394	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
014	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Pulses & pulse products (includes soyabean, gram products, b	60	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
015	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Milk	50	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
016	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Milk products (includes milk condensed/powder, baby food, gh	15	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
017	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Edible oil and vanaspati	90	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
018	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Vegetables (including garlic, ginger)	290	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
019	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Fruits & nuts (includes mango, banana, coconut, dates, kishm	62	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
020	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Egg, fish & meat	625	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
021	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Sugar (includes gur, candy (misri), honey, etc.)	103	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
022	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Salt & spices (includes dry chillies, curry powder, oilseeds	84	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
023	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Other food items (includes beverages such as tea, coffee, fr	309	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
024	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Pan, tobacco & intoxicants	605	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
025	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Fuel & light	270	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
026	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Personal care and effects (includes spectacles, torch, umbre	175	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
027	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Toilet articles (includes toothpaste, hair oil, shaving blad	120	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
028	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Sundry articles (includes electric bulb, tubelight,  glasswa	80	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
029	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Consumer services excluding conveyance (includes domestic se	110	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
030	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Conveyance (includes porter charges, diesel, petrol, school	150	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
031	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Medical expenses (non-institutional)	60	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
032	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	 Sub-total (items 1 to 22)	3652	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
033	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Clothing and bedding	 	1340	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
034	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Footwear	 	560	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
035	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Crockery & utensils (includes stainless steel utensils, cass	 	160	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
036	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Goods for recreation (includes TV, radio, tape recorder, mus	 	150	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
037	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Personal transport equipment (includes bicycle, scooter, car	 	80	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
038	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Repair and maintenance (of residential buildings, bathroom e	 	1600	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
039	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Sub-total (items 24  to 37)	 	3890	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
040	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Average monthly expenditure for items 24 to 37  [item 38 x (	320	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
041	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	03	09	000	Monthly household consumer expenditure (item 23 +  item 39)	3972	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581203	324.08
008	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Cereals & cereal products (includes  muri, chira, maida, suj	170	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
009	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Pulses & pulse products (includes soyabean, gram products, b	45	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
010	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Milk	240	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
011	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Edible oil and vanaspati	45	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
012	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Vegetables (including garlic, ginger)	288	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
013	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Fruits & nuts (includes mango, banana, coconut, dates, kishm	55	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
014	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Egg, fish & meat	640	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
015	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Sugar (includes gur, candy (misri), honey, etc.)	52	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
016	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Salt & spices (includes dry chillies, curry powder, oilseeds	72	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
017	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Other food items (includes beverages such as tea, coffee, fr	180	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
018	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Pan, tobacco & intoxicants	629	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
019	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Fuel & light	226	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
020	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Personal care and effects (includes spectacles, torch, umbre	80	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
021	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Toilet articles (includes toothpaste, hair oil, shaving blad	138	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
022	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Sundry articles (includes electric bulb, tubelight,  glasswa	143	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
023	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Consumer services excluding conveyance (includes domestic se	90	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
024	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Conveyance (includes porter charges, diesel, petrol, school	80	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
025	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Medical expenses (non-institutional)	20	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
026	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	 Sub-total (items 1 to 22)	3193	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
027	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Clothing and bedding	 	1445	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
028	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Footwear	 	750	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
029	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Furniture and fixtures (includes bedstead, almirah, suitcase	 	550	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
030	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Crockery & utensils (includes stainless steel utensils, cass	 	210	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
031	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Cooking and household appliances (includes electric fan, air	 	160	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
032	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Personal transport equipment (includes bicycle, scooter, car	 	290	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
033	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Repair and maintenance (of residential buildings, bathroom e	 	1030	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
034	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Sub-total (items 24  to 37)	 	4435	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
035	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Average monthly expenditure for items 24 to 37  [item 38 x (	365	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
036	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	2	04	09	000	Monthly household consumer expenditure (item 23 +  item 39)	3558	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581204	324.08
043	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	3	01	09	000	Cereals & cereal products (includes  muri, chira, maida, suj	1534	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581301	324.08
044	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	3	01	09	000	Pulses & pulse products (includes soyabean, gram products, b	160	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581301	324.08
045	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	3	01	09	000	Milk	100	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581301	324.08
046	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	3	01	09	000	Milk products (includes milk condensed/powder, baby food, gh	30	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581301	324.08
047	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	3	01	09	000	Edible oil and vanaspati	255	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581301	324.08
048	71558	68	100	Central	Rural	171	01	01	01	0	1	1	1711	1	3	01	09	000	Vegetables (including garlic, ginger)	650	 	 	 	2	4	64816	1	1	129632	MEGHALAYA	West Garo Hills	715581301	324.08
